image,emotion,mouth_distance,average_distance,eye_size,eye_brows
Ahmed_Chalabi_0005.jpg,5,-5.0,47.469608744177144,17.091337426318113,-13.0
Ahmed_Ibrahim_Bilal_0001.jpg,5,-5.333333333333333,47.957855272655195,17.581276469155174,-29.5
Aicha_El_Ouafi_0003.jpg,5,-18.666666666666668,57.09649491723558,22.099937407749195,-19.0
Aileen_Riggin_Soule_0001.jpg,4,-16.333333333333332,65.36072549869886,16.81285643431358,-13.5
Ainsworth_Dyer_0001.jpg,5,-0.6666666666666666,55.29912758905629,22.681230613590635,-27.0
Ai_Sugiyama_0004.jpg,4,-31.333333333333332,62.95968838543989,13.481786510259289,-22.5
Ai_Sugiyama_0005.jpg,4,-32.666666666666664,62.11042077229964,12.703332330671492,-16.5
Akbar_Al_Baker_0001.jpg,4,0.0,45.073531810766646,18.432127140904498,-19.0
Akbar_Hashemi_Rafsanjani_0003.jpg,5,0.3333333333333333,43.534829253501,20.742070314206924,-23.0
Alain_Ducasse_0001.jpg,4,1.0,40.763825217547755,12.24047593498884,-12.5
Alan_Ball_0001.jpg,4,-17.0,55.0912678572353,18.821488759025726,-15.5
Alan_Greenspan_0003.jpg,7,-8.0,45.47941471291994,12.901637903486954,-13.5
Alan_Jackson_0001.jpg,4,-29.0,56.54634356515224,13.345627452208577,-22.0
Alan_Stonecipher_0001.jpg,5,-0.6666666666666666,47.81297591752646,17.46315970094883,-9.0
Alan_Zemaitis_0001.jpg,5,-1.0,52.138749296475176,20.121728642170336,-21.5
Albaro_Recoba_0001.jpg,5,-15.333333333333334,53.34734916216322,13.238642205910118,-11.0
Alberta_Lee_0001.jpg,4,-17.666666666666668,52.713171190462596,13.019238189112738,-14.5
Alberto_Fujimori_0001.jpg,4,-10.0,55.93884528451322,15.161664257442652,-18.5
Alberto_Fujimori_0002.jpg,5,-2.0,55.66335571585827,15.743761442807164,-19.5
Alberto_Gonzales_0001.jpg,5,-6.666666666666667,46.24227233673809,14.896103933031188,-18.5
Albert_Brooks_0001.jpg,4,-12.333333333333334,57.07938531881456,16.221172649260424,-22.5
Albert_Costa_0005.jpg,5,-3.3333333333333335,50.6059839760759,14.417610153789788,-15.0
Albert_Costa_0006.jpg,5,-2.3333333333333335,51.78149794484284,16.605390499593828,-17.0
Albrecht_Mentz_0001.jpg,5,-8.333333333333334,48.55822896632475,13.459628031491476,-20.0
Aldo_Paredes_0001.jpg,4,-20.0,57.2728097833905,17.393794621521074,-26.0
Alec_Baldwin_0002.jpg,4,-14.333333333333334,57.98753370978925,15.016333663018967,-15.0
Alejandro_Atchugarry_0001.jpg,5,13.666666666666666,47.944994885828024,18.956853457779903,-17.5
Alejandro_Atchugarry_0002.jpg,5,-11.333333333333334,49.444695346658534,16.95289582064089,-26.0
Alejandro_Lerner_0001.jpg,5,-0.6666666666666666,43.557862820561,17.546302350867656,-21.5
Alejandro_Toledo_0003.jpg,5,-6.666666666666667,55.12882443637834,15.71272543930514,-12.5
Alejandro_Toledo_0004.jpg,0,-16.666666666666668,52.980287840422115,13.454790956346281,-16.0
Alejandro_Toledo_0006.jpg,5,-11.333333333333334,55.622353753003125,14.671763863919821,-9.5
Alejandro_Toledo_0007.jpg,4,-10.333333333333334,46.91046697448989,14.18723464353384,-16.5
Alejandro_Toledo_0009.jpg,4,-30.666666666666668,62.16763704014903,11.517745937159628,-16.0
Alejandro_Toledo_0012.jpg,4,-13.333333333333334,47.06077201848455,16.662471429434927,-27.5
Alejandro_Toledo_0022.jpg,5,-2.0,47.79701574923765,14.50591890264785,-17.5
Alejandro_Toledo_0027.jpg,4,-17.0,58.06198960316639,13.449902204396723,-20.0
Alejandro_Toledo_0029.jpg,5,-6.0,53.785692663515235,12.658164858457436,-10.0
Alejandro_Toledo_0036.jpg,5,-3.3333333333333335,49.24786586632504,14.613625347452734,-16.5
Alessandra_Cerna_0001.jpg,6,-1.0,46.843833352783925,18.974129214391724,-17.5
Alexander_Downer_0002.jpg,5,-1.3333333333333333,48.41573137919843,15.392771523418551,-18.5
Alexander_Lukashenko_0001.jpg,0,-24.333333333333332,55.258976630678724,14.132705428749324,-10.5
Alexandra_Spann_0001.jpg,4,-22.333333333333332,63.41236835356026,21.843366093769404,-16.0
Alexandra_Stevenson_0002.jpg,5,-16.333333333333332,50.63683113920211,19.97153804417886,-19.0
Alexandra_Vodjanikova_0002.jpg,4,-13.666666666666666,49.95250555696567,15.538031272115573,-3.5
Alexandre_Daigle_0001.jpg,4,-14.0,48.76097383363208,15.861412309427967,-15.5
Alexandre_Despatie_0001.jpg,4,-1.0,43.57937563766671,13.232255708338737,-19.5
Alex_Corretja_0001.jpg,5,-4.666666666666667,48.25821729334996,15.836138876653875,-24.0
Alex_Holmes_0001.jpg,4,-20.666666666666668,56.82006215825374,19.700959914275302,-16.5
Alex_Penelas_0002.jpg,5,-4.333333333333333,53.27328226987921,17.14786226587266,-14.0
Alex_Zanardi_0001.jpg,4,-7.666666666666667,54.74367172035143,17.984083605868896,-17.5
Alfonso_Cuaron_0001.jpg,5,-15.666666666666666,53.86027755470535,18.646056560363157,-28.0
Alicia_Keys_0001.jpg,4,-21.0,57.21526650687986,16.00233809272104,-13.5
Alicia_Witt_0001.jpg,4,-17.333333333333332,52.699267573355954,16.44834877482641,-9.0
Alimzhan_Tokhtakhounov_0002.jpg,5,-0.3333333333333333,50.512890625830956,18.19963183882307,-18.5
Aline_Chretien_0001.jpg,4,-13.0,51.31473251763475,15.507189295577012,-6.0
Alistair_MacDonald_0001.jpg,4,-20.0,54.041574570018966,13.462301434593824,-14.0
Ali_Adbul_Karim_Madani_0001.jpg,4,-3.3333333333333335,44.051661437822354,17.427596817848944,-22.5
Ali_Ahmeti_0001.jpg,5,-6.0,45.32518271977858,18.293630923198315,-19.0
Ali_Fallahian_0001.jpg,5,1.6666666666666667,41.33587056663656,12.423568268320686,-16.5
Ali_Hammoud_0001.jpg,4,-14.333333333333334,51.400803532690304,15.032601567448063,-23.0
Ali_Mohammed_Maher_0001.jpg,5,-2.6666666666666665,37.79525347343376,17.720659489322205,-27.0
Ali_Naimi_0005.jpg,5,6.333333333333333,44.324605260373026,19.618881673494105,-24.5
Ali_Naimi_0006.jpg,5,-2.3333333333333335,50.22799230581154,16.61253584465624,-16.0
Allen_Iverson_0002.jpg,5,-4.333333333333333,50.811464560626945,21.22499836407225,-21.0
Allison_Janney_0002.jpg,4,-18.333333333333332,56.35288936814516,17.3227949108145,-12.0
Allyson_Felix_0003.jpg,4,-15.666666666666666,62.32511344904224,18.66664527761229,-14.0
Alonzo_Mourning_0001.jpg,5,-2.3333333333333335,54.36529812424842,21.778347021035508,-16.5
Alvaro_Noboa_0001.jpg,4,-0.6666666666666666,39.33029606526392,15.451999213240496,-26.0
Alvaro_Silva_Calderon_0001.jpg,7,-4.333333333333333,51.97030734968538,20.913703498889994,-19.0
Alvaro_Silva_Calderon_0002.jpg,4,-0.3333333333333333,44.94958729425527,12.971502111005297,-21.0
Alvaro_Silva_Calderon_0004.jpg,5,-6.666666666666667,52.92150165452831,18.611310203595313,-19.0
Alvaro_Uribe_0003.jpg,5,-3.0,51.60392183870282,16.0970776994452,-11.5
Alvaro_Uribe_0007.jpg,5,-3.0,48.1999175328445,16.02109087378843,-15.5
Alvaro_Uribe_0010.jpg,5,-3.3333333333333335,48.47757704112846,17.0134852549796,-19.0
Alvaro_Uribe_0011.jpg,5,-6.0,43.274294634627694,13.616132508767588,-19.5
Alvaro_Uribe_0017.jpg,5,-2.3333333333333335,46.73136066073995,12.291587723404795,-15.0
Alvaro_Uribe_0019.jpg,5,-1.0,51.97671324471356,17.230905698076764,-14.0
Alvaro_Uribe_0020.jpg,4,-16.0,47.927336959481515,13.818879361423363,-24.5
Alvaro_Uribe_0023.jpg,5,-8.333333333333334,44.73553583103667,13.833131866259986,-22.5
Alvaro_Uribe_0026.jpg,5,-5.666666666666667,50.06443296489921,16.755648886612274,-18.0
Alvaro_Uribe_0028.jpg,5,-15.333333333333334,54.367808159000134,18.79813092900322,-21.0
Alvaro_Uribe_0029.jpg,5,-3.0,45.02047304371183,16.97344854813023,-12.5
Alvaro_Uribe_0032.jpg,4,-14.666666666666666,50.71398955933384,16.66859412778875,-15.5
Alyse_Beaupre_0001.jpg,4,-10.0,46.45811913874727,13.692304091307642,-17.0
Aly_Wagner_0001.jpg,4,-35.0,60.516878668733625,15.09817870979936,-16.0
Al_Gore_0004.jpg,5,-5.333333333333333,56.86024419787707,18.38731259345011,-5.0
Al_Pacino_0003.jpg,4,-22.333333333333332,58.84147704141379,15.595472595164201,-17.5
Al_Sharpton_0002.jpg,5,-14.666666666666666,56.845327158203446,17.140084264260594,-17.0
Al_Sharpton_0003.jpg,5,-1.0,45.94144479096156,18.944567910314504,-28.5
Al_Sharpton_0005.jpg,7,-28.333333333333332,59.77874791614614,15.088159211612581,-18.5
Al_Sharpton_0006.jpg,5,-3.6666666666666665,50.89099085129892,19.136353232212887,-3.5
Al_Sharpton_0007.jpg,5,-7.666666666666667,48.35168883450495,15.196479633893738,-24.0
Amanda_Bynes_0001.jpg,4,-17.666666666666668,57.273423382504006,15.417809023762539,-10.5
Amanda_Bynes_0002.jpg,4,-26.333333333333332,63.714526394711754,23.801205827754288,-22.0
Amanda_Coetzer_0001.jpg,6,-13.0,52.73562218985251,16.450343115217173,-5.5
Amanda_Coetzer_0002.jpg,5,-0.6666666666666666,42.03746115238656,17.71903659001906,-9.0
Amanda_Marsh_0001.jpg,4,-16.666666666666668,53.53143580530193,16.452758838597298,-10.0
Amelia_Vega_0007.jpg,4,-28.0,64.47536814075444,19.20506296370522,-14.0
Amelie_Mauresmo_0002.jpg,7,-28.0,57.96002977831458,18.459235834955244,-28.0
Amelie_Mauresmo_0007.jpg,5,-0.6666666666666666,45.759762699919484,16.29648847552487,-5.0
Amelie_Mauresmo_0014.jpg,7,-22.666666666666668,45.65380957510252,16.74441305406896,-26.0
Amram_Mitzna_0001.jpg,5,0.0,40.33982219005507,14.470540447215816,-29.0
Amram_Mitzna_0002.jpg,4,-0.6666666666666666,51.58085876901896,17.05276115144246,-26.0
Amy_Gale_0001.jpg,6,-22.333333333333332,65.85483931793999,16.777103852336232,-13.5
Amy_Yasbeck_0001.jpg,4,-23.0,58.44306370735307,18.162574497785876,-14.0
Ana_Claudia_Talancon_0001.jpg,4,-12.0,52.732728932723,17.623654738379017,-10.0
Ana_Guevara_0001.jpg,4,-16.0,61.1785862897732,20.412754074725097,-17.5
Ana_Isabel_Sanchez_0001.jpg,5,-0.3333333333333333,46.65287451692598,19.055809809840486,-18.0
Ana_Palacio_0002.jpg,5,-2.0,47.15973784598917,17.518178823211926,-15.0
Ana_Paula_Gerard_0001.jpg,4,-14.0,44.799835968094406,15.090068982459831,-20.5
Anders_Fogh_Rasmussen_0002.jpg,4,-15.0,61.97791108078519,21.792141431091967,-12.5
Andrea_Bocelli_0001.jpg,5,-1.0,43.3341057734366,13.35639933933383,-17.0
Andrea_De_Cruz_0001.jpg,4,-4.666666666666667,49.644072690374585,19.210472496104842,-13.5
Andrei_Konchalovsky_0001.jpg,4,-13.333333333333334,53.461545941579985,16.436821864772874,-18.0
Andrei_Mikhnevich_0002.jpg,5,-2.3333333333333335,47.551413169995996,18.517387629562613,-26.5
Andres_DAlessandro_0001.jpg,4,-23.0,46.910374771959304,13.77906675638732,-20.5
Andrew_Bunner_0002.jpg,4,-17.666666666666668,54.873304846483286,17.536275496502498,-26.0
Andrew_Gilligan_0001.jpg,5,-8.666666666666666,47.92980964127788,13.4090431400807,-19.5
Andrew_Jarecki_0001.jpg,5,-0.6666666666666666,43.12108013377117,19.124653174375574,-24.0
Andrew_Luster_0001.jpg,5,-4.666666666666667,52.94465062130229,18.478396251497447,-10.0
Andre_Agassi_0001.jpg,5,-1.3333333333333333,42.90138416153702,18.446911204619802,-17.5
Andre_Agassi_0014.jpg,6,-4.666666666666667,38.52963908778921,16.410803400120436,-23.5
Andre_Agassi_0016.jpg,4,-20.666666666666668,51.72259734511181,13.273671998636194,-21.0
Andre_Agassi_0017.jpg,4,-4.333333333333333,47.49496649709897,17.646936492683142,-26.0
Andre_Agassi_0019.jpg,4,-12.666666666666666,42.621391870546624,16.68470319870231,-28.0
Andre_Agassi_0022.jpg,4,-13.666666666666666,46.1371718310461,14.924809625670928,-21.0
Andre_Agassi_0029.jpg,4,-21.666666666666668,50.17161077423827,14.322787209578244,-24.5
Andre_Agassi_0033.jpg,5,-6.0,44.81627720395955,17.73881250303092,-24.5
Andre_Agassi_0035.jpg,4,-4.666666666666667,40.71550007511615,16.497061756245635,-21.5
Andre_Smith_0001.jpg,4,-26.333333333333332,58.63621831782741,14.847782700541241,-20.0
Andre_Techine_0001.jpg,5,0.6666666666666666,45.65448696383297,15.832334601963934,-16.0
Andy_Hebb_0001.jpg,5,-0.3333333333333333,45.84163445850278,17.309952085005943,-9.5
Andy_Madikians_0001.jpg,5,-19.333333333333332,52.88459803517996,16.974908980103947,-19.0
Andy_Roddick_0002.jpg,4,-15.666666666666666,53.876259930353775,17.46701618969061,-21.5
Andy_Roddick_0007.jpg,5,-4.0,39.796804939479806,17.95493293231994,-18.5
Andy_Roddick_0013.jpg,5,0.6666666666666666,43.043793583860214,18.8046242462203,-16.0
Andy_Roddick_0014.jpg,5,-1.3333333333333333,44.664866052811256,17.97083760378593,-17.0
Andy_Rooney_0001.jpg,4,-4.333333333333333,50.04083107909486,17.65456149244794,-10.5
Andy_Warhol_0001.jpg,5,-1.3333333333333333,43.0729746113327,17.865048587428156,-24.5
Angela_Alvarado_Rosa_0001.jpg,5,-2.3333333333333335,45.79647175557868,20.194027958647645,-17.5
Angela_Bassett_0001.jpg,4,-36.0,73.04957848581343,19.38975580799278,-11.0
Angela_Bassett_0004.jpg,4,-32.666666666666664,68.44855271305676,17.54058060018906,-16.0
Angela_Bassett_0006.jpg,4,-22.333333333333332,67.83098079061884,21.09012323834633,-15.0
Angela_Lansbury_0001.jpg,4,-10.666666666666666,45.08723282719666,20.90246925110631,-15.0
Angela_Merkel_0001.jpg,4,-17.0,63.97625059456366,20.69736986403769,-24.0
Angela_Merkel_0005.jpg,4,-22.0,53.863656289358325,12.940331525785155,-15.5
Angelina_Jolie_0005.jpg,0,-3.0,53.70706017972673,18.413412003623776,0.5
Angelina_Jolie_0006.jpg,5,0.0,51.45806570355669,19.954597818806725,-8.5
Angelina_Jolie_0007.jpg,5,-1.0,37.56528630656391,19.651449139442875,-20.0
Angelina_Jolie_0008.jpg,5,-9.0,47.946284913684636,20.574857492355928,-14.5
Angelina_Jolie_0009.jpg,5,-1.3333333333333333,51.96660367893862,18.315728671393444,-8.5
Angelina_Jolie_0013.jpg,4,-2.0,51.140250874585774,19.7761955091068,-10.5
Angelina_Jolie_0014.jpg,5,0.6666666666666666,50.35462476569671,20.790991695470776,-0.5
Angelina_Jolie_0015.jpg,4,0.3333333333333333,52.42637364894923,20.516304350673686,-5.0
Angelina_Jolie_0018.jpg,4,-25.0,52.79207762730704,20.23730857071758,-23.0
Angelina_Jolie_0019.jpg,5,-16.333333333333332,53.09051037979899,20.407002348857926,-15.0
Angelo_Reyes_0003.jpg,5,1.0,46.20878646282309,18.075729420635685,-11.5
Angel_Lockward_0001.jpg,4,-9.0,53.56946021264399,14.155309555399315,-10.0
Anibal_Ibarra_0001.jpg,4,-2.6666666666666665,46.10997929202981,18.286190363650828,-23.5
Anibal_Ibarra_0002.jpg,4,-21.333333333333332,56.867667974866485,18.552057475987915,-20.0
Anjum_Hussain_0001.jpg,5,0.0,36.17243521252269,18.012664934446867,-26.5
Anna_Kournikova_0012.jpg,4,-24.0,58.90688946377646,16.428791136073215,-11.0
Anna_Nicole_Smith_0002.jpg,4,-18.0,49.807314709949154,15.989483338779241,-2.0
Annette_Lu_0001.jpg,4,-20.333333333333332,53.08737982038455,14.657026606468644,-23.0
Anne_Krueger_0001.jpg,5,-5.0,38.65579015434489,21.075556656187615,-28.0
Anne_McLellan_0001.jpg,4,-33.0,61.24882952062886,16.66993336613126,-27.0
Anne_McLellan_0002.jpg,5,-9.666666666666666,48.78256609000044,14.286281736452208,-14.5
Annie_Machon_0001.jpg,5,-1.6666666666666667,41.113988834150724,20.23130904893337,-17.0
Ann_Morgan_0001.jpg,4,-17.666666666666668,59.16900388515297,21.000831036250435,-13.0
Ann_Veneman_0002.jpg,5,-1.0,51.30094944048121,22.666733925220385,-16.5
Ann_Veneman_0003.jpg,4,-16.333333333333332,56.976449028915766,18.767909706802364,-15.0
Ann_Veneman_0006.jpg,5,-8.0,56.3732406180935,19.695568570913952,-8.5
Ann_Veneman_0011.jpg,5,-2.3333333333333335,53.62509628482818,20.16775821980289,-9.5
Anthony_Fauci_0001.jpg,5,-9.0,49.591194263124024,13.77088445280693,-21.0
Anthony_Pico_0001.jpg,4,-10.666666666666666,58.23599412829429,17.341954529851833,-10.0
Anthony_Principi_0001.jpg,5,-3.3333333333333335,35.79209054630282,14.062938706536801,-23.0
Anthony_Rackauckas_0001.jpg,5,-15.666666666666666,54.65038495861276,14.721209539696469,-15.0
Antonio_Banderas_0001.jpg,5,0.0,44.350351968425045,18.944567910314504,-19.0
Antonio_Banderas_0005.jpg,5,-6.0,51.08473861175314,17.044163398051033,-14.0
Antonio_Elias_Saca_0001.jpg,4,-19.0,45.78783628385484,14.812842105326053,-23.5
Antonio_Palocci_0004.jpg,5,-2.6666666666666665,39.99053737554394,17.727118083028852,-20.5
Antonio_Palocci_0005.jpg,5,-3.6666666666666665,35.546481339791406,18.244699077682426,-37.0
Antonio_Trillanes_0003.jpg,5,-9.666666666666666,53.3789275355387,18.55412954200166,-13.5
Antony_Leung_0002.jpg,4,-21.666666666666668,58.0716692684677,13.123248848201222,-17.5
Antony_Leung_0004.jpg,5,-4.333333333333333,52.68217075934661,14.616503042616213,-12.5
Arantxa_Sanchez-Vicario_0001.jpg,4,-6.666666666666667,45.59706034126221,16.704943113010525,-12.5
Arianna_Huffington_0004.jpg,4,-35.333333333333336,59.753829270237965,18.08116901671718,-14.5
Ariel_Sharon_0005.jpg,5,-8.666666666666666,59.276024316949005,16.669690257960326,-17.0
Ariel_Sharon_0006.jpg,5,-2.6666666666666665,57.87568148126134,16.994347390564297,-6.5
Ariel_Sharon_0008.jpg,5,-9.666666666666666,58.30339526694803,16.424019724470895,-15.0
Ariel_Sharon_0010.jpg,4,-11.666666666666666,57.28738712127995,14.710659927458929,-13.5
Ariel_Sharon_0011.jpg,4,-14.333333333333334,62.26477187470455,16.52050452911402,-11.5
Ariel_Sharon_0016.jpg,5,-7.333333333333333,49.20613067340035,15.761069888317715,-16.5
Ariel_Sharon_0019.jpg,5,-0.3333333333333333,60.133332965702266,18.53276025835382,0.0
Ariel_Sharon_0021.jpg,5,-10.666666666666666,57.08073033070358,15.291029530352825,-14.5
Ariel_Sharon_0027.jpg,5,-2.0,54.67675537058386,18.611310203595313,-18.0
Ariel_Sharon_0028.jpg,5,-10.666666666666666,54.615376192140225,15.37118436582204,-13.5
Ariel_Sharon_0032.jpg,4,-14.0,55.09165844708097,14.082396067966851,-15.5
Ariel_Sharon_0033.jpg,5,-17.666666666666668,62.605310930842,18.24651232827801,-20.0
Ariel_Sharon_0039.jpg,5,0.0,50.617649195064395,15.567120584686807,-12.0
Ariel_Sharon_0043.jpg,5,0.3333333333333333,50.817984617196636,14.819731889223963,-14.0
Ariel_Sharon_0044.jpg,5,-1.0,49.938710273063975,17.28613888921306,-24.0
Ariel_Sharon_0050.jpg,5,-10.333333333333334,52.23788165954682,15.084754616707057,-9.0
Ariel_Sharon_0051.jpg,4,-19.666666666666668,59.27741434316338,15.34264753833954,-17.0
Ariel_Sharon_0053.jpg,4,-19.333333333333332,61.88754765995596,16.049342407935857,-14.0
Ariel_Sharon_0055.jpg,4,-4.333333333333333,52.713261448386504,16.387303611354668,-15.5
Ariel_Sharon_0059.jpg,5,-9.666666666666666,58.24662137312415,18.48914869432469,-24.0
Ariel_Sharon_0060.jpg,4,-14.333333333333334,65.14586541198771,15.865149964203459,-10.5
Ariel_Sharon_0063.jpg,5,-2.6666666666666665,60.51794359146543,17.79867453233509,-10.0
Ariel_Sharon_0077.jpg,5,-0.3333333333333333,45.71282784687233,15.50542970466751,-15.5
Ari_Fleischer_0002.jpg,5,-4.333333333333333,54.670691559289196,19.420119398480054,-19.5
Ari_Fleischer_0003.jpg,5,-7.0,51.01425440256022,18.232413413373298,-20.0
Ari_Fleischer_0004.jpg,4,-33.333333333333336,60.385535072737106,13.66341199915785,-25.0
Ari_Fleischer_0006.jpg,5,0.3333333333333333,43.559679957422546,17.229298647888953,-24.0
Ari_Fleischer_0009.jpg,5,-9.666666666666666,58.854559830167524,16.615925345857406,-16.5
Ari_Fleischer_0010.jpg,4,-8.0,44.74968829026774,13.384989019051226,-15.0
Ari_Fleischer_0011.jpg,5,0.3333333333333333,43.42718769950327,17.229298647888953,-25.0
Ari_Fleischer_0012.jpg,4,-16.0,58.61216622350485,13.899770967065542,-16.5
Ari_Fleischer_0013.jpg,5,-13.0,59.02088400841644,16.568364923916263,-16.0
Arminio_Fraga_0006.jpg,5,-4.0,48.53914786471355,13.484394442380175,-20.5
Arnoldo_Aleman_0003.jpg,5,1.3333333333333333,42.75444138081408,16.408814091717097,-23.5
Arnold_Schwarzenegger_0007.jpg,4,-7.666666666666667,46.38190532813967,16.097097813864195,-26.0
Arnold_Schwarzenegger_0013.jpg,4,-13.666666666666666,49.30152487166376,16.004405801171412,-20.5
Arnold_Schwarzenegger_0022.jpg,4,-19.333333333333332,53.46558088247378,12.766955683785069,-21.5
Arnold_Schwarzenegger_0030.jpg,4,-27.0,59.436937736344134,12.594451784949914,-19.5
Arnold_Schwarzenegger_0039.jpg,4,-14.333333333333334,54.147220580005694,21.869756115086417,-16.5
Arnold_Schwarzenegger_0042.jpg,4,-20.333333333333332,48.96988164125454,13.118353500715163,-24.0
Arthur_Martinez_0001.jpg,5,-5.666666666666667,36.135875118616326,18.474377446348676,-18.0
Artieas_Shanks_0001.jpg,5,-4.333333333333333,54.21440558888754,19.17079446073202,-18.0
Art_Howe_0001.jpg,4,-1.0,43.05993097659752,16.354429547857514,-22.0
Art_Howe_0004.jpg,4,-12.666666666666666,56.00605503596948,14.64570835279799,-19.0
Ashanti_0001.jpg,4,-19.333333333333332,51.57683362165602,17.17896951039754,-19.5
Ashanti_0002.jpg,4,-25.666666666666668,64.38517615340116,17.20979353105289,-19.5
Ashlea_Talbot_0001.jpg,4,-18.0,55.8545441643402,17.387528281620998,-9.0
Ashton_Kutcher_0003.jpg,5,-0.6666666666666666,50.7765837954634,19.794582686561558,-11.5
Asif_Ali_Zardari_0001.jpg,5,0.0,40.21185516545775,13.358831685854083,-23.0
Asif_Hanif_0001.jpg,5,0.6666666666666666,37.96545335945466,17.715458509560474,-22.0
Asmaa_Assad_0001.jpg,5,-2.3333333333333335,53.74642902759208,23.50089504071051,-14.5
Astou_Ndiaye-Diatta_0001.jpg,4,-16.0,57.882586456367804,19.61427841839228,-16.0
Astrid_Betancourt_0001.jpg,5,-8.0,55.67167135401523,21.049372571929936,-21.5
Astrid_Eyzaguirre_0001.jpg,4,-21.333333333333332,50.38864740392652,16.829560638802615,-19.0
Atal_Bihari_Vajpayee_0002.jpg,4,0.6666666666666666,46.28393732896198,16.337141219323208,-15.5
Atal_Bihari_Vajpayee_0008.jpg,4,-7.333333333333333,41.554163283107606,14.505918902647851,-19.5
Atal_Bihari_Vajpayee_0009.jpg,4,-6.333333333333333,44.99513862630051,15.971648232647585,-11.5
Atal_Bihari_Vajpayee_0014.jpg,5,2.0,42.4565649204489,15.971778531039385,-14.0
Atal_Bihari_Vajpayee_0016.jpg,5,-5.666666666666667,38.312777824593695,16.34002003147822,-24.5
Atiabet_Ijan_Amabel_0001.jpg,4,-1.0,56.15782913678556,19.708481532017764,-15.5
Audrey_Lacroix_0001.jpg,4,-26.333333333333332,57.72524147598005,18.15882605002182,-12.0
Aung_San_Suu_Kyi_0002.jpg,6,-12.666666666666666,59.64646782976738,20.80355721458569,-18.0
Austin_Kearns_0001.jpg,4,-19.333333333333332,58.89758022828617,18.809636182599583,-14.5
Avril_Lavigne_0001.jpg,4,-18.333333333333332,57.90972011148909,18.854281460778537,-12.5
Azra_Akin_0002.jpg,4,-21.666666666666668,55.15132532515523,14.319787190055855,-21.0
Azra_Akin_0003.jpg,4,-18.0,55.38427021766425,14.359659823120847,-19.0
Bak_Chang-Ryun_0001.jpg,5,0.0,50.435216591825586,20.59504130376242,-7.0
Barbara_Bodine_0001.jpg,5,-1.0,44.296661320603484,20.87142209247137,-21.0
Barbara_Felt-Miller_0001.jpg,5,-11.333333333333334,52.63393280340108,22.727824899553323,-19.5
