image,emotion,d_top_left_eye_eyebrow,d_top_right_eye_eyebrow,h_mouth,circum_mouth
Abdullah_Gul_0008.jpg,5,24.698178070456937,24.351591323771842,29.274562336608895,135.12881126401587
Abdullah_Gul_0009.jpg,5,27.730849247724095,28.231188426986208,27.16615541441225,121.725703403041
Abdullah_Gul_0010.jpg,5,27.459060435491963,26.0,29.068883707497267,132.62651184644042
Abdullah_Gul_0011.jpg,5,16.15549442140351,22.80350850198276,39.01281840626232,122.24493451503415
Abdullah_Gul_0012.jpg,4,21.95449840010015,27.202941017470888,21.37755832643195,113.00570411353897
Abdullah_Gul_0013.jpg,5,19.313207915827967,24.758836806279895,35.014282800023196,127.58923326422781
Abdullah_Gul_0014.jpg,5,19.313207915827967,22.47220505424423,22.0,124.08108884587995
Abdullah_Nasseef_0001.jpg,7,24.041630560342615,22.090722034374522,28.160255680657446,104.6368813988827
Abdul_Rahman_0001.jpg,5,30.675723300355934,33.60059523282288,21.0,147.0846960615713
Abel_Pacheco_0001.jpg,5,15.297058540778355,26.248809496813376,14.142135623730951,124.699246409848
Abel_Pacheco_0003.jpg,5,20.12461179749811,22.67156809750927,15.132745950421556,112.02528235484252
Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,4,23.40939982143925,26.419689627245813,25.019992006393608,128.27041005425014
Abner_Martinez_0001.jpg,4,23.08679276123039,22.02271554554524,29.832867780352597,178.542518219457
Abraham_Foxman_0001.jpg,5,21.633307652783937,22.80350850198276,13.0,111.52482481717706
Adam_Ant_0001.jpg,5,17.88854381999832,20.615528128088304,19.1049731745428,112.93503149779889
Adam_Kennedy_0001.jpg,5,36.235341863986875,34.36568055487916,21.213203435596427,158.52967071942794
Adam_Rich_0001.jpg,5,24.698178070456937,29.68164415931166,24.08318915758459,131.12860684823238
Adam_Sandler_0003.jpg,5,33.1058907144937,29.274562336608895,27.0,109.1341784871123
Adel_Al-Jubeir_0001.jpg,5,22.02271554554524,18.973665961010276,21.0,89.76483526627423
Adel_Al-Jubeir_0003.jpg,5,21.470910553583888,19.1049731745428,19.1049731745428,75.23028001470449
Adolfo_Aguilar_Zinser_0001.jpg,5,28.460498941515414,24.186773244895647,18.110770276274835,99.8606454657459
Adriana_Perez_Navarro_0001.jpg,4,26.627053911388696,24.186773244895647,36.138621999185304,177.18345773221938
Adrian_Fernandez_0001.jpg,5,27.784887978899608,26.0,25.079872407968907,116.12316931001551
Adrian_Murrell_0001.jpg,5,26.570660511172846,25.80697580112788,26.076809620810597,119.03231086785496
Adrian_Nastase_0001.jpg,5,23.600847442411894,19.924858845171276,27.294688127912362,108.35300708446266
Adrian_Nastase_0002.jpg,5,30.479501308256342,19.1049731745428,31.144823004794873,131.6730836672641
Adrien_Brody_0001.jpg,4,38.27531841800928,34.92849839314596,30.01666203960727,145.935019598752
Adrien_Brody_0002.jpg,5,15.620499351813308,14.866068747318506,16.0,96.99602733731072
Adrien_Brody_0003.jpg,4,28.442925306655784,27.892651361962706,25.079872407968907,150.26112076980425
Adrien_Brody_0004.jpg,4,31.400636936215164,26.076809620810597,22.360679774997898,131.84086955766838
Adrien_Brody_0006.jpg,4,26.0,28.792360097775937,39.01281840626232,152.98741962003734
Adrien_Brody_0008.jpg,5,35.11409973215888,32.14031735997639,15.033296378372908,132.52286370756227
Adrien_Brody_0011.jpg,4,33.37663853655727,33.83784863137726,27.073972741361768,150.98512326604896
Adrien_Brody_0012.jpg,5,38.01315561749642,39.56008088970496,20.024984394500787,115.17323869843385
Afton_Smith_0001.jpg,4,23.345235059857504,28.160255680657446,33.015148038438355,136.67760620121632
Agbani_Darego_0001.jpg,5,28.284271247461902,30.870698080866262,24.020824298928627,123.4433237719542
Agnelo_Queiroz_0001.jpg,5,27.65863337187866,35.608987629529715,27.294688127912362,104.67251647956084
Agnes_Bruckner_0001.jpg,5,16.76305461424021,25.495097567963924,21.02379604162864,110.39479147787998
Ahmad_Masood_0001.jpg,5,36.89173349139343,32.57299494980466,38.0,120.96734994962694
Ahmed_Ahmed_0001.jpg,4,23.345235059857504,19.1049731745428,22.561028345356956,149.2896548968992
Ahmed_Chalabi_0001.jpg,5,22.47220505424423,21.540659228538015,20.396078054371138,119.0662746200758
Ahmed_Chalabi_0002.jpg,5,22.80350850198276,18.24828759089466,24.0,89.77253598003915
Ahmed_Chalabi_0003.jpg,5,14.212670403551895,18.384776310850235,22.090722034374522,104.23542326672334
Ahmed_Chalabi_0004.jpg,4,19.235384061671343,20.248456731316587,25.019992006393608,113.61025135459394
Ahmed_Chalabi_0005.jpg,5,18.384776310850235,16.15549442140351,20.223748416156685,101.33235145300819
Ahmed_Lopez_0001.jpg,5,17.804493814764857,17.804493814764857,23.021728866442675,117.73164705892682
Ahmet_Necdet_Sezer_0001.jpg,5,26.076809620810597,26.92582403567252,23.021728866442675,125.8504698304608
Ahmet_Necdet_Sezer_0002.jpg,5,23.08679276123039,23.323807579381203,14.142135623730951,122.75890835333024
Aicha_El_Ouafi_0002.jpg,5,22.847319317591726,22.67156809750927,24.331050121192877,111.39399386570068
Aicha_El_Ouafi_0003.jpg,5,29.732137494637012,27.16615541441225,43.01162633521314,142.472074246466
Aidan_Quinn_0001.jpg,5,18.788294228055936,23.345235059857504,13.341664064126334,137.56940924334833
Aileen_Riggin_Soule_0001.jpg,4,27.459060435491963,23.853720883753127,26.019223662515376,190.07627987048778
Aishwarya_Rai_0001.jpg,4,27.65863337187866,26.076809620810597,40.52159917870962,174.7369677338212
Aitor_Gonzalez_0002.jpg,4,26.570660511172846,25.317977802344327,34.36568055487916,171.90839903271387
Ai_Sugiyama_0001.jpg,4,29.427877939124322,34.132096331752024,33.24154027718932,184.70280463322595
Ai_Sugiyama_0002.jpg,4,27.202941017470888,24.020824298928627,33.54101966249684,157.55126350057117
Ai_Sugiyama_0003.jpg,4,23.08679276123039,26.627053911388696,38.05259518088089,165.55264654400253
Ai_Sugiyama_0004.jpg,4,33.24154027718932,32.89376840679705,40.049968789001575,153.70174897629164
Ai_Sugiyama_0005.jpg,4,27.85677655436824,28.178005607210743,46.09772228646444,151.51756222809212
Ajit_Agarkar_0001.jpg,4,19.924858845171276,24.08318915758459,28.0178514522438,152.30693052272852
AJ_Cook_0001.jpg,4,24.020824298928627,29.966648127543394,40.311288741492746,148.02248104984747
AJ_Lamas_0001.jpg,4,28.42534080710379,26.476404589747453,41.593268686170845,198.42075691803552
Akbar_Al_Baker_0001.jpg,4,26.419689627245813,25.317977802344327,18.110770276274835,128.72660046555123
Akbar_Hashemi_Rafsanjani_0001.jpg,5,28.792360097775937,30.4138126514911,20.09975124224178,117.41062077013167
Akmal_Taher_0001.jpg,4,23.53720459187964,28.178005607210743,35.22782990761707,149.31805211258876
Alanna_Ubach_0001.jpg,4,27.730849247724095,27.018512172212592,24.186773244895647,131.08600046061562
Alan_Ball_0001.jpg,4,20.615528128088304,26.40075756488817,31.064449134018133,172.188367164463
Alan_Ball_0002.jpg,4,22.561028345356956,26.1725046566048,29.017236257093817,170.3031841274322
Alan_Dershowitz_0001.jpg,5,19.4164878389476,17.029386365926403,21.0,100.85147504816473
Alan_Greenspan_0003.jpg,7,26.019223662515376,24.041630560342615,25.179356624028344,107.42841636940142
Alan_Greer_0001.jpg,5,21.840329667841555,27.294688127912362,28.071337695236398,102.82467149464408
Alan_Jackson_0001.jpg,4,31.04834939252005,28.442925306655784,46.0,133.89460841794997
Alan_Stonecipher_0001.jpg,5,13.601470508735444,19.1049731745428,7.280109889280518,119.81630379799783
Alan_Tang_Kwong-wing_0001.jpg,5,22.80350850198276,20.12461179749811,19.235384061671343,113.10329456715193
Alan_Trammell_0001.jpg,4,22.20360331117452,22.02271554554524,37.013511046643494,146.92277878497347
Alan_Zemaitis_0001.jpg,5,27.294688127912362,34.48187929913333,21.095023109728988,120.81542623702661
Alastair_Campbell_0001.jpg,5,16.15549442140351,13.601470508735444,18.027756377319946,119.95736367423883
Alastair_Johnston_0001.jpg,4,28.861739379323623,29.154759474226502,25.179356624028344,161.69672828818622
Alberta_Lee_0001.jpg,4,23.706539182259394,25.612496949731394,32.01562118716424,150.81082093693658
Alberto_Gonzales_0001.jpg,5,25.709920264364882,27.313000567495326,26.076809620810597,109.87125660419304
Alberto_Ruiz_Gallardon_0001.jpg,5,34.0,32.984845004941285,21.02379604162864,120.36990544641313
Albert_Brooks_0001.jpg,4,32.14031735997639,30.4138126514911,27.0,124.27247339296557
Albert_Costa_0001.jpg,5,26.30589287593181,31.144823004794873,26.92582403567252,106.9616846293763
Albert_Costa_0002.jpg,5,24.041630560342615,27.784887978899608,22.090722034374522,118.82593154831672
Albert_Costa_0004.jpg,5,30.0,17.46424919657298,14.035668847618199,118.62872052327009
Albert_Costa_0006.jpg,5,26.076809620810597,24.73863375370596,18.027756377319946,105.18475480259119
Albert_Montanes_0001.jpg,5,25.495097567963924,20.024984394500787,31.25699921617557,141.11351807337488
Albrecht_Mentz_0001.jpg,5,23.769728648009426,24.413111231467404,23.021728866442675,98.57726917395254
Aldo_Paredes_0001.jpg,4,30.14962686336267,31.144823004794873,33.37663853655727,152.99569743770073
Alecos_Markides_0001.jpg,5,18.601075237738275,27.459060435491963,29.017236257093817,150.95317771275424
Alec_Baldwin_0002.jpg,4,19.924858845171276,20.12461179749811,24.020824298928627,134.81586511960057
Alec_Baldwin_0004.jpg,5,20.0,14.866068747318506,17.11724276862369,108.43053786894714
Alejandro_Atchugarry_0002.jpg,5,26.476404589747453,30.4138126514911,28.284271247461902,112.44814859057604
Alejandro_Avila_0001.jpg,5,26.076809620810597,28.844410203711913,16.0,118.97399013792202
Alejandro_Fernandez_0001.jpg,4,25.80697580112788,26.870057685088806,27.16615541441225,149.16695880159972
Alejandro_Gonzalez_Inarritu_0001.jpg,4,19.697715603592208,25.495097567963924,35.22782990761707,177.1559599486948
Alejandro_Lembo_0001.jpg,4,27.294688127912362,32.7566787083184,33.13608305156178,150.38181057126283
Alejandro_Lerner_0001.jpg,5,34.828149534535996,26.0,30.4138126514911,134.84296869290225
Alejandro_Toledo_0001.jpg,5,29.732137494637012,29.068883707497267,15.524174696260024,97.32181209433702
Alejandro_Toledo_0004.jpg,0,24.596747752497688,24.698178070456937,36.013886210738214,119.30975878896976
Alejandro_Toledo_0006.jpg,5,18.601075237738275,15.652475842498529,31.064449134018133,119.13218403018882
Alejandro_Toledo_0007.jpg,4,25.96150997149434,28.178005607210743,25.019992006393608,148.90733994051172
Alejandro_Toledo_0008.jpg,5,31.04834939252005,29.546573405388315,28.0,121.29343900449686
Alejandro_Toledo_0009.jpg,4,19.849433241279208,17.88854381999832,42.01190307520001,136.15968815448485
Alejandro_Toledo_0010.jpg,5,21.540659228538015,21.095023109728988,29.017236257093817,119.21475482566022
Alejandro_Toledo_0013.jpg,4,15.297058540778355,19.849433241279208,28.0178514522438,156.82519992807832
Alejandro_Toledo_0019.jpg,5,27.459060435491963,26.627053911388696,32.7566787083184,102.00555536891997
Alejandro_Toledo_0022.jpg,5,25.632011235952593,23.706539182259394,24.0,115.51558141712962
Alejandro_Toledo_0026.jpg,4,25.709920264364882,26.570660511172846,20.223748416156685,114.49253854520448
Alejandro_Toledo_0027.jpg,4,25.298221281347036,26.076809620810597,28.071337695236398,168.2114951992615
Alejandro_Toledo_0029.jpg,5,19.72308292331602,20.518284528683193,29.0,119.0847237797911
Alejandro_Toledo_0030.jpg,5,29.410882339705484,27.202941017470888,28.071337695236398,123.03162712274771
Alejandro_Toledo_0032.jpg,4,20.808652046684813,21.095023109728988,33.06055050963308,155.91451231934667
Alejandro_Toledo_0035.jpg,4,26.627053911388696,22.360679774997898,22.360679774997898,147.36799375690197
Alejandro_Toledo_0036.jpg,5,24.515301344262525,25.553864678361276,21.02379604162864,110.82014416389775
Aleksander_Voloshin_0001.jpg,4,19.209372712298546,14.866068747318506,19.0,131.53694613333857
Alessandra_Cerna_0001.jpg,6,33.54101966249684,26.0,15.0,113.227495090566
Alexander_Downer_0001.jpg,4,28.178005607210743,28.071337695236398,28.160255680657446,163.6891748734913
Alexander_Downer_0002.jpg,5,24.186773244895647,23.345235059857504,19.924858845171276,121.10521899998875
Alexander_Downer_0004.jpg,4,15.524174696260024,18.867962264113206,12.041594578792296,157.47413700609098
Alexander_Losyukov_0002.jpg,5,25.179356624028344,31.622776601683793,25.019992006393608,107.23780281095686
Alexander_Losyukov_0004.jpg,5,29.154759474226502,29.410882339705484,30.01666203960727,127.78389767966667
Alexander_Lukashenko_0001.jpg,0,18.384776310850235,14.7648230602334,33.015148038438355,114.28010860175884
Alexander_Rumyantsev_0002.jpg,5,24.839484696748443,21.18962010041709,27.018512172212592,109.18158907453993
Alexandra_Stevenson_0001.jpg,4,26.92582403567252,28.071337695236398,29.068883707497267,116.54594546693554
Alexandra_Stevenson_0002.jpg,5,33.24154027718932,34.539832078341085,37.21558813185679,103.78877662183277
Alexandra_Stevenson_0003.jpg,4,24.351591323771842,24.186773244895647,34.0147027033899,147.2838423940524
Alexandra_Vodjanikova_0001.jpg,5,17.029386365926403,15.132745950421556,25.179356624028344,114.22215035386827
Alexandra_Vodjanikova_0002.jpg,4,25.238858928247925,12.0,30.01666203960727,149.19692475417202
Alexandre_Daigle_0001.jpg,4,21.540659228538015,22.47220505424423,29.017236257093817,129.04047431489775
Alexandre_Despatie_0001.jpg,4,24.186773244895647,25.495097567963924,12.649110640673518,120.4326978840023
Alexa_Loren_0001.jpg,5,24.08318915758459,31.304951684997057,37.12142238654117,128.76315137527183
Alexis_Bledel_0001.jpg,4,24.331050121192877,26.92582403567252,27.018512172212592,158.53274403402807
Alex_Barros_0001.jpg,4,25.0,23.853720883753127,30.01666203960727,186.58756903374723
Alex_Corretja_0001.jpg,5,30.870698080866262,29.154759474226502,17.11724276862369,109.85914654132597
Alex_Gonzalez_0001.jpg,5,41.48493702538308,42.720018726587654,30.14962686336267,132.32534421689857
Alex_Penelas_0002.jpg,5,21.93171219946131,18.973665961010276,25.317977802344327,128.11367445375774
Alex_Popov_0001.jpg,5,25.079872407968907,28.460498941515414,17.26267650163207,121.40182332063107
Alex_Wallau_0001.jpg,4,22.47220505424423,24.020824298928627,12.529964086141668,117.02009228956882
Alex_Zanardi_0001.jpg,4,24.020824298928627,30.0,26.30589287593181,155.79698123593772
Alfonso_Cuaron_0001.jpg,5,29.120439557122072,28.635642126552707,28.160255680657446,110.7143924452597
Alfredo_Moreno_0001.jpg,4,27.16615541441225,27.85677655436824,43.04648650006177,136.49508757343767
Alice_Fisher_0001.jpg,5,31.064449134018133,30.805843601498726,22.20360331117452,105.74493900466678
Alice_Fisher_0002.jpg,5,32.14031735997639,29.427877939124322,19.235384061671343,114.13064406704234
Alicia_Keys_0001.jpg,4,25.298221281347036,25.709920264364882,36.05551275463989,166.17678334695103
Alicia_Molik_0001.jpg,5,26.92582403567252,29.120439557122072,39.319206502675,131.5326262351888
Alicia_Silverstone_0001.jpg,4,24.331050121192877,25.553864678361276,23.259406699226016,135.8216447193017
Alicia_Silverstone_0002.jpg,4,12.0,18.384776310850235,17.72004514666935,119.44742450540694
Alicia_Witt_0001.jpg,4,18.867962264113206,19.924858845171276,29.017236257093817,158.4201220548943
Alimzhan_Tokhtakhounov_0002.jpg,5,32.984845004941285,32.57299494980466,16.278820596099706,110.25629398644132
Alina_Kabaeva_0001.jpg,4,28.861739379323623,28.178005607210743,36.124783736376884,134.3552218498752
Ali_Abbas_0002.jpg,5,24.413111231467404,21.02379604162864,16.492422502470642,127.4267353485977
Ali_Adbul_Karim_Madani_0001.jpg,4,17.0,19.849433241279208,18.439088914585774,150.19292264902964
Ali_Ahmeti_0001.jpg,5,22.825424421026653,24.698178070456937,26.019223662515376,117.85367500549596
Ali_Bin_Hussein_0001.jpg,5,25.179356624028344,23.08679276123039,22.80350850198276,98.45450764798093
Ali_Fallahian_0001.jpg,5,16.1245154965971,18.601075237738275,17.11724276862369,124.93107923798262
Ali_Hammoud_0001.jpg,4,29.614185789921695,27.892651361962706,47.0,151.32055862144227
Ali_Mohammed_Maher_0001.jpg,5,27.202941017470888,26.92582403567252,21.02379604162864,140.5922858237133
Ali_Naimi_0001.jpg,5,25.45584412271571,21.93171219946131,16.55294535724685,126.41380636243433
Ali_Naimi_0002.jpg,5,15.0,20.12461179749811,17.0,116.8990590823138
Ali_Naimi_0003.jpg,5,21.400934559032695,24.839484696748443,3.1622776601683795,128.16148066092384
Ali_Naimi_0005.jpg,5,28.844410203711913,27.65863337187866,6.4031242374328485,138.17285514966358
Allan_Kemakeza_0001.jpg,4,19.313207915827967,28.42534080710379,26.1725046566048,154.87559745917494
Allison_Janney_0001.jpg,7,26.832815729997478,25.079872407968907,36.0,129.48230339964425
Allison_Janney_0002.jpg,4,19.924858845171276,25.079872407968907,37.013511046643494,168.75593309901356
Allyson_Felix_0003.jpg,4,17.26267650163207,22.20360331117452,34.132096331752024,185.41880656483892
Allyson_Felix_0005.jpg,5,28.284271247461902,30.4138126514911,36.013886210738214,114.38026217458244
Alonzo_Mourning_0001.jpg,5,27.202941017470888,22.561028345356956,28.442925306655784,112.58692784137021
Alvaro_Noboa_0003.jpg,4,32.31098884280702,33.61547262794322,21.213203435596427,163.67964436868868
Alvaro_Silva_Calderon_0004.jpg,5,26.419689627245813,25.495097567963924,20.024984394500787,111.6282759425507
Alvaro_Uribe_0002.jpg,5,28.0178514522438,27.459060435491963,28.861739379323623,103.54425209818689
Alvaro_Uribe_0004.jpg,5,25.942243542145693,21.840329667841555,17.0,99.41855433646256
Alvaro_Uribe_0005.jpg,4,28.0178514522438,27.85677655436824,30.265491900843113,138.94603408161282
Alvaro_Uribe_0007.jpg,5,26.30589287593181,31.89043743820395,21.37755832643195,96.09628140720241
Alvaro_Uribe_0010.jpg,5,23.40939982143925,21.93171219946131,19.026297590440446,93.28405490450338
Alvaro_Uribe_0011.jpg,5,27.202941017470888,29.120439557122072,23.194827009486403,97.58904171474126
Alvaro_Uribe_0013.jpg,5,34.713109915419565,25.079872407968907,20.223748416156685,117.83430939214612
Alvaro_Uribe_0020.jpg,4,28.635642126552707,26.92582403567252,32.14031735997639,145.83441210832675
Alvaro_Uribe_0021.jpg,5,25.079872407968907,24.698178070456937,22.20360331117452,97.33491813245372
Alvaro_Uribe_0022.jpg,4,28.178005607210743,24.020824298928627,24.186773244895647,130.0439814083233
Alvaro_Uribe_0023.jpg,5,26.92582403567252,26.570660511172846,27.0,101.05829218121576
Alvaro_Uribe_0024.jpg,5,32.2490309931942,34.48187929913333,21.02379604162864,108.1368347241919
Alvaro_Uribe_0026.jpg,5,30.14962686336267,29.68164415931166,25.317977802344327,99.99040332855236
Alvaro_Uribe_0029.jpg,5,20.12461179749811,17.69180601295413,18.110770276274835,103.80268865934048
Alvaro_Uribe_0032.jpg,4,24.08318915758459,24.596747752497688,27.073972741361768,106.7641046200872
Alyse_Beaupre_0001.jpg,4,24.041630560342615,21.18962010041709,26.076809620810597,109.20529424238543
Alyson_Hannigan_0001.jpg,4,29.068883707497267,31.78049716414141,35.12833614050059,171.57230945575918
Aly_Wagner_0001.jpg,4,23.430749027719962,23.08679276123039,47.51841748206689,166.22676695544533
Al_Gore_0001.jpg,5,19.0,27.586228448267445,13.341664064126334,132.87421420753145
Al_Gore_0004.jpg,5,18.24828759089466,21.540659228538015,25.079872407968907,117.74389698225445
Al_Gore_0006.jpg,5,23.769728648009426,26.019223662515376,23.769728648009426,126.54660137745563
Al_Gore_0007.jpg,4,25.495097567963924,23.706539182259394,20.024984394500787,134.5709563702823
Al_Leiter_0001.jpg,4,21.0,31.89043743820395,19.026297590440446,111.4991271682818
Al_Pacino_0001.jpg,5,24.166091947189145,25.238858928247925,20.024984394500787,121.40064916959
Al_Pacino_0003.jpg,4,22.47220505424423,22.20360331117452,33.13608305156178,168.84632694326902
Al_Sharpton_0002.jpg,5,27.65863337187866,30.870698080866262,39.20459156782532,118.54767750893446
Al_Sharpton_0003.jpg,5,25.317977802344327,27.313000567495326,22.090722034374522,106.61555279157261
Al_Sharpton_0005.jpg,7,30.805843601498726,31.78049716414141,50.00999900019995,136.44508526835847
Al_Sharpton_0006.jpg,5,17.204650534085253,17.0,22.0,123.36362660517574
Al_Sharpton_0007.jpg,5,33.24154027718932,35.84689665786984,36.0,113.7409629391399
Amanda_Beard_0001.jpg,4,21.540659228538015,20.024984394500787,41.012193308819754,148.66704172768638
Amanda_Beard_0002.jpg,4,19.026297590440446,21.095023109728988,44.28317965096906,174.80109672165716
Amanda_Bynes_0001.jpg,4,22.561028345356956,23.345235059857504,34.0147027033899,169.8642470176522
Amanda_Coetzer_0001.jpg,6,24.758836806279895,22.090722034374522,26.68332812825267,118.41513190976949
Amanda_Marsh_0001.jpg,4,23.259406699226016,18.384776310850235,35.05709628591621,170.82299052587558
Ambrose_Lee_0001.jpg,5,34.92849839314596,37.656340767525464,20.09975124224178,125.62700252274871
Amelia_Vega_0001.jpg,4,31.78049716414141,33.06055050963308,44.181444068749045,152.84319237688374
Amelia_Vega_0002.jpg,4,31.04834939252005,30.14962686336267,40.01249804748511,169.09545016776124
Amelia_Vega_0004.jpg,4,33.734255586866,38.01315561749642,44.40720662234904,159.20961287881997
Amelia_Vega_0005.jpg,4,30.01666203960727,32.57299494980466,40.19950248448356,162.16608119505617
Amelia_Vega_0006.jpg,4,29.410882339705484,35.05709628591621,25.709920264364882,130.69086536808385
Amelia_Vega_0007.jpg,4,30.083217912982647,32.01562118716424,51.62363799656123,187.3133879020897
Amelie_Mauresmo_0002.jpg,7,37.94733192202055,35.35533905932738,46.0,140.20733391629824
Amelie_Mauresmo_0007.jpg,5,14.317821063276353,17.69180601295413,14.0,114.80582271424986
Amelie_Mauresmo_0012.jpg,4,11.661903789690601,12.083045973594572,33.06055050963308,164.30579484824827
Amelie_Mauresmo_0019.jpg,5,24.839484696748443,19.1049731745428,26.019223662515376,107.54046865004764
Amer_al-Saadi_0002.jpg,5,27.202941017470888,22.135943621178654,22.0,120.27106192187347
Amer_al-Saadi_0004.jpg,5,24.020824298928627,28.653097563788805,35.05709628591621,104.78244327902596
Amporn_Falise_0001.jpg,5,34.23448553724738,37.94733192202055,38.05259518088089,116.35885541563691
Amram_Mitzna_0002.jpg,4,25.495097567963924,29.068883707497267,13.92838827718412,145.43526733936108
Amr_Moussa_0001.jpg,5,33.83784863137726,32.55764119219941,37.21558813185679,122.41384321209993
Amy_Cotton_0001.jpg,4,26.248809496813376,25.632011235952593,38.47076812334269,157.02049432226028
Amy_Gale_0001.jpg,6,23.769728648009426,18.788294228055936,34.36568055487916,149.4576593479997
Amy_Redford_0001.jpg,4,26.68332812825267,27.730849247724095,41.19465984809196,181.8221271509407
Amy_Smart_0001.jpg,4,25.019992006393608,30.886890422961002,46.04345773288535,169.32645283704258
Amy_Yasbeck_0001.jpg,4,28.284271247461902,28.160255680657446,50.039984012787215,174.68927967278506
Anastasia_Myskina_0002.jpg,7,21.95449840010015,20.223748416156685,51.088159097779204,140.29393935086912
Ana_Claudia_Talancon_0001.jpg,4,21.095023109728988,23.323807579381203,27.073972741361768,132.24629448125927
Ana_Guevara_0001.jpg,4,26.0,30.4138126514911,33.13608305156178,162.81925279959788
Ana_Guevara_0003.jpg,4,19.026297590440446,25.495097567963924,28.284271247461902,138.73703934241902
Ana_Guevara_0006.jpg,4,20.248456731316587,21.633307652783937,31.016124838541646,148.92528147849893
Ana_Guevara_0007.jpg,4,22.47220505424423,25.553864678361276,33.06055050963308,107.92962359575841
Ana_Isabel_Sanchez_0001.jpg,5,27.51363298439521,25.96150997149434,23.021728866442675,131.09456947809912
Ana_Palacio_0002.jpg,5,28.284271247461902,27.51363298439521,15.132745950421556,102.60411811257347
Ana_Palacio_0006.jpg,5,25.495097567963924,31.622776601683793,16.278820596099706,132.5891723560836
Ana_Palacio_0008.jpg,5,28.160255680657446,28.160255680657446,20.09975124224178,100.92857579872135
Ana_Paula_Gerard_0001.jpg,4,30.886890422961002,33.06055050963308,30.805843601498726,161.582956658945
Ana_Sebastiao_0001.jpg,4,32.14031735997639,31.04834939252005,41.012193308819754,167.03211684866704
Anderson_Varejao_0001.jpg,4,24.515301344262525,27.784887978899608,34.0,168.38556275144163
Anders_Fogh_Rasmussen_0002.jpg,4,18.35755975068582,19.72308292331602,28.284271247461902,175.819562481186
Andreas_Vinciguerra_0001.jpg,7,27.16615541441225,27.65863337187866,35.12833614050059,130.3750951239129
Andrea_Kiser_0001.jpg,5,26.92582403567252,24.331050121192877,16.0,137.3543149857816
Andrea_Yates_0001.jpg,5,25.019992006393608,24.698178070456937,22.80350850198276,109.762631647035
Andrei_Konchalovsky_0001.jpg,4,26.832815729997478,26.570660511172846,24.186773244895647,158.98467055231163
Andrei_Mikhnevich_0001.jpg,4,31.78049716414141,31.78049716414141,16.0,137.9030425341898
Andrei_Nikolishin_0001.jpg,4,18.867962264113206,19.313207915827967,16.0312195418814,129.11124614464003
Andres_DAlessandro_0001.jpg,4,26.476404589747453,24.73863375370596,33.24154027718932,138.78657304783576
Andres_Manuel_Lopez_Obrador_0001.jpg,5,27.16615541441225,29.410882339705484,21.095023109728988,86.35113499218221
Andrew_Bunner_0002.jpg,4,31.144823004794873,31.78049716414141,28.284271247461902,163.08908794021698
