image,emotion
HAPPINESS/Alberto_Fujimori_0001_56.jpg,4
NEUTRAL/Alberto_Gonzales_0001_103.jpg,5
NEUTRAL/Alberto_Ruiz_Gallardon_0001_104.jpg,5
HAPPINESS/Alberto_Sordi_0001_57.jpg,4
HAPPINESS/Albert_Brooks_0001_58.jpg,4
NEUTRAL/Albert_Costa_0001_105.jpg,5
NEUTRAL/Albert_Costa_0002_106.jpg,5
NEUTRAL/Albert_Costa_0004_107.jpg,5
NEUTRAL/Albert_Costa_0006_108.jpg,5
NEUTRAL/Albert_Montanes_0001_109.jpg,5
NEUTRAL/Albrecht_Mentz_0001_110.jpg,5
NEUTRAL/Albrecht_Mentz_0002_111.jpg,5
HAPPINESS/Aldo_Paredes_0001_59.jpg,4
NEUTRAL/Alecos_Markides_0001_112.jpg,5
HAPPINESS/Alec_Baldwin_0001_60.jpg,4
HAPPINESS/Alec_Baldwin_0002_61.jpg,4
NEUTRAL/Alec_Baldwin_0003_113.jpg,5
NEUTRAL/Alec_Baldwin_0004_114.jpg,5
NEUTRAL/Alejandro_Atchugarry_0001_115.jpg,5
NEUTRAL/Alejandro_Atchugarry_0002_116.jpg,5
NEUTRAL/Alejandro_Avila_0001_117.jpg,5
NEUTRAL/Alejandro_Avila_0002_118.jpg,5
HAPPINESS/Alejandro_Fernandez_0001_62.jpg,4
HAPPINESS/Alejandro_Gonzalez_Inarritu_0001_63.jpg,4
HAPPINESS/Alejandro_Lembo_0001_64.jpg,4
NEUTRAL/Alejandro_Lerner_0001_119.jpg,5
HAPPINESS/Alejandro_Lopez_0001_65.jpg,4
NEUTRAL/Alejandro_Toledo_0001_120.jpg,5
NEUTRAL/Alejandro_Toledo_0002_121.jpg,5
NEUTRAL/Alejandro_Toledo_0003_122.jpg,5
ANGER/Alejandro_Toledo_0004_1.jpg,0
NEUTRAL/Alejandro_Toledo_0005_123.jpg,5
NEUTRAL/Alejandro_Toledo_0006_124.jpg,5
HAPPINESS/Alejandro_Toledo_0007_66.jpg,4
NEUTRAL/Alejandro_Toledo_0008_125.jpg,5
HAPPINESS/Alejandro_Toledo_0009_67.jpg,4
NEUTRAL/Alejandro_Toledo_0010_126.jpg,5
NEUTRAL/Alejandro_Toledo_0011_127.jpg,5
HAPPINESS/Alejandro_Toledo_0012_68.jpg,4
HAPPINESS/Alejandro_Toledo_0013_69.jpg,4
NEUTRAL/Alejandro_Toledo_0014_128.jpg,5
HAPPINESS/Alejandro_Toledo_0015_70.jpg,4
NEUTRAL/Alejandro_Toledo_0016_129.jpg,5
HAPPINESS/Alejandro_Toledo_0017_71.jpg,4
NEUTRAL/Alejandro_Toledo_0019_130.jpg,5
NEUTRAL/Alejandro_Toledo_0022_131.jpg,5
NEUTRAL/Alejandro_Toledo_0023_132.jpg,5
NEUTRAL/Alejandro_Toledo_0025_133.jpg,5
HAPPINESS/Alejandro_Toledo_0026_72.jpg,4
HAPPINESS/Alejandro_Toledo_0027_73.jpg,4
NEUTRAL/Alejandro_Toledo_0029_134.jpg,5
NEUTRAL/Alejandro_Toledo_0030_135.jpg,5
HAPPINESS/Alejandro_Toledo_0031_74.jpg,4
HAPPINESS/Alejandro_Toledo_0032_75.jpg,4
HAPPINESS/Alejandro_Toledo_0035_76.jpg,4
NEUTRAL/Alejandro_Toledo_0036_136.jpg,5
NEUTRAL/Alejandro_Toledo_0037_137.jpg,5
HAPPINESS/Aleksander_Kwasniewski_0001_77.jpg,4
HAPPINESS/Aleksander_Kwasniewski_0002_78.jpg,4
NEUTRAL/Aleksander_Kwasniewski_0003_138.jpg,5
NEUTRAL/Aleksander_Kwasniewski_0004_139.jpg,5
HAPPINESS/Aleksander_Voloshin_0001_79.jpg,4
HAPPINESS/Alek_Wek_0001_80.jpg,4
SADNESS/Alessandra_Cerna_0001_0.jpg,6
HAPPINESS/Alessandro_Nesta_0001_81.jpg,4
HAPPINESS/Alexander_Downer_0001_82.jpg,4
NEUTRAL/Alexander_Downer_0002_140.jpg,5
HAPPINESS/Alexander_Downer_0003_83.jpg,4
HAPPINESS/Alexander_Downer_0004_84.jpg,4
NEUTRAL/Alexander_Losyukov_0002_141.jpg,5
NEUTRAL/Alexander_Losyukov_0004_142.jpg,5
ANGER/Alexander_Lukashenko_0001_2.jpg,0
NEUTRAL/Alexander_Rumyantsev_0001_143.jpg,5
NEUTRAL/Alexander_Rumyantsev_0002_144.jpg,5
HAPPINESS/Alexandra_Spann_0001_85.jpg,4
HAPPINESS/Alexandra_Stevenson_0001_86.jpg,4
NEUTRAL/Alexandra_Stevenson_0002_145.jpg,5
HAPPINESS/Alexandra_Stevenson_0003_87.jpg,4
NEUTRAL/Alexandra_Vodjanikova_0001_146.jpg,5
HAPPINESS/Alexandra_Vodjanikova_0002_88.jpg,4
HAPPINESS/Alexandre_Daigle_0001_89.jpg,4
HAPPINESS/Alexandre_Despatie_0001_90.jpg,4
NEUTRAL/Alexa_Loren_0001_147.jpg,5
NEUTRAL/Alexa_Vega_0001_148.jpg,5
HAPPINESS/Alexis_Bledel_0001_91.jpg,4
HAPPINESS/Alex_Barros_0001_92.jpg,4
NEUTRAL/Alex_Cabrera_0001_149.jpg,5
HAPPINESS/Alex_Cejka_0001_93.jpg,4
NEUTRAL/Alex_Corretja_0001_150.jpg,5
HAPPINESS/Alex_Ferguson_0001_94.jpg,4
NEUTRAL/Alex_Gonzalez_0001_151.jpg,5
NEUTRAL/Alex_King_0001_152.jpg,5
NEUTRAL/Alex_Penelas_0001_153.jpg,5
NEUTRAL/Alex_Penelas_0002_154.jpg,5
NEUTRAL/Alex_Popov_0001_155.jpg,5
HAPPINESS/Alex_Sink_0001_95.jpg,4
HAPPINESS/Alex_Sink_0002_96.jpg,4
NEUTRAL/Alex_Sink_0003_156.jpg,5
HAPPINESS/Alex_Wallau_0001_97.jpg,4
HAPPINESS/Alex_Zanardi_0001_98.jpg,4
NEUTRAL/Alfonso_Cuaron_0001_157.jpg,5
NEUTRAL/Alfonso_Portillo_0001_158.jpg,5
NEUTRAL/Alfredo_di_Stefano_0001_159.jpg,5
HAPPINESS/Alfredo_Moreno_0001_99.jpg,4
NEUTRAL/Alfredo_Pena_0001_160.jpg,5
NEUTRAL/Alfred_Sant_0001_161.jpg,5
NEUTRAL/Alice_Fisher_0001_162.jpg,5
NEUTRAL/Alice_Fisher_0002_163.jpg,5
ANGER/Alicia_Hollowell_0001_3.jpg,0
HAPPINESS/Alicia_Keys_0001_100.jpg,4
NEUTRAL/Alicia_Molik_0001_164.jpg,5
HAPPINESS/Alicia_Silverstone_0001_101.jpg,4
HAPPINESS/Alicia_Silverstone_0002_102.jpg,4
HAPPINESS/Alicia_Witt_0001_103.jpg,4
NEUTRAL/Alimzhan_Tokhtakhounov_0001_165.jpg,5
NEUTRAL/Alimzhan_Tokhtakhounov_0002_166.jpg,5
HAPPINESS/Alina_Kabaeva_0001_104.jpg,4
HAPPINESS/Alison_Krauss_0001_105.jpg,4
HAPPINESS/Alistair_MacDonald_0001_106.jpg,4
NEUTRAL/Ali_Abbas_0002_167.jpg,5
HAPPINESS/Ali_Adbul_Karim_Madani_0001_107.jpg,4
NEUTRAL/Ali_Ahmeti_0001_168.jpg,5
NEUTRAL/Ali_Bin_Hussein_0001_169.jpg,5
NEUTRAL/Ali_Fallahian_0001_170.jpg,5
HAPPINESS/Ali_Hammoud_0001_108.jpg,4
HAPPINESS/Ali_Khamenei_0002_109.jpg,4
HAPPINESS/Ali_Khamenei_0003_110.jpg,4
NEUTRAL/Ali_Mohammed_Maher_0001_171.jpg,5
NEUTRAL/Ali_Naimi_0001_172.jpg,5
NEUTRAL/Ali_Naimi_0002_173.jpg,5
NEUTRAL/Ali_Naimi_0003_174.jpg,5
NEUTRAL/Ali_Naimi_0005_175.jpg,5
NEUTRAL/Ali_Naimi_0006_176.jpg,5
NEUTRAL/Ali_Naimi_0007_177.jpg,5
HAPPINESS/Allan_Kemakeza_0001_111.jpg,4
NEUTRAL/Allan_Wagner_0001_178.jpg,5
NEUTRAL/Allen_Rock_0001_179.jpg,5
SURPRISE/Allison_Janney_0001_3.jpg,7
HAPPINESS/Allison_Janney_0002_112.jpg,4
NEUTRAL/Allyson_Felix_0001_180.jpg,5
NEUTRAL/Allyson_Felix_0002_181.jpg,5
HAPPINESS/Allyson_Felix_0003_113.jpg,4
NEUTRAL/Allyson_Felix_0004_182.jpg,5
NEUTRAL/Allyson_Felix_0005_183.jpg,5
HAPPINESS/Ally_Sheedy_0001_114.jpg,4
NEUTRAL/Almeida_Baptista_0001_184.jpg,5
NEUTRAL/Alonzo_Mourning_0001_185.jpg,5
HAPPINESS/Alvaro_Noboa_0001_115.jpg,4
ANGER/Alvaro_Noboa_0002_4.jpg,0
HAPPINESS/Alvaro_Noboa_0003_116.jpg,4
SURPRISE/Alvaro_Silva_Calderon_0001_4.jpg,7
HAPPINESS/Alvaro_Silva_Calderon_0002_117.jpg,4
NEUTRAL/Alvaro_Silva_Calderon_0003_186.jpg,5
NEUTRAL/Alvaro_Silva_Calderon_0004_187.jpg,5
SURPRISE/Alvaro_Uribe_0001_5.jpg,7
NEUTRAL/Alvaro_Uribe_0002_188.jpg,5
NEUTRAL/Alvaro_Uribe_0003_189.jpg,5
NEUTRAL/Alvaro_Uribe_0004_190.jpg,5
HAPPINESS/Alvaro_Uribe_0005_118.jpg,4
NEUTRAL/Alvaro_Uribe_0007_191.jpg,5
NEUTRAL/Alvaro_Uribe_0008_192.jpg,5
NEUTRAL/Alvaro_Uribe_0009_193.jpg,5
NEUTRAL/Alvaro_Uribe_0010_194.jpg,5
NEUTRAL/Alvaro_Uribe_0011_195.jpg,5
NEUTRAL/Alvaro_Uribe_0012_196.jpg,5
NEUTRAL/Alvaro_Uribe_0013_197.jpg,5
SURPRISE/Alvaro_Uribe_0014_6.jpg,7
NEUTRAL/Alvaro_Uribe_0015_198.jpg,5
NEUTRAL/Alvaro_Uribe_0017_199.jpg,5
NEUTRAL/Alvaro_Uribe_0018_200.jpg,5
NEUTRAL/Alvaro_Uribe_0019_201.jpg,5
HAPPINESS/Alvaro_Uribe_0020_119.jpg,4
NEUTRAL/Alvaro_Uribe_0021_202.jpg,5
HAPPINESS/Alvaro_Uribe_0022_120.jpg,4
NEUTRAL/Alvaro_Uribe_0023_203.jpg,5
NEUTRAL/Alvaro_Uribe_0024_204.jpg,5
NEUTRAL/Alvaro_Uribe_0025_205.jpg,5
NEUTRAL/Alvaro_Uribe_0026_206.jpg,5
NEUTRAL/Alvaro_Uribe_0027_207.jpg,5
NEUTRAL/Alvaro_Uribe_0028_208.jpg,5
NEUTRAL/Alvaro_Uribe_0029_209.jpg,5
NEUTRAL/Alvaro_Uribe_0030_210.jpg,5
HAPPINESS/Alvaro_Uribe_0032_121.jpg,4
NEUTRAL/Alvaro_Uribe_0033_211.jpg,5
HAPPINESS/Alyse_Beaupre_0001_122.jpg,4
HAPPINESS/Alyson_Hannigan_0001_123.jpg,4
HAPPINESS/Aly_Wagner_0001_124.jpg,4
NEUTRAL/Al_Cardenas_0001_212.jpg,5
HAPPINESS/Al_Davis_0001_125.jpg,4
NEUTRAL/Al_Davis_0002_213.jpg,5
NEUTRAL/Al_Gore_0001_214.jpg,5
ANGER/Al_Gore_0002_5.jpg,0
NEUTRAL/Al_Gore_0003_215.jpg,5
NEUTRAL/Al_Gore_0004_216.jpg,5
NEUTRAL/Al_Gore_0005_217.jpg,5
NEUTRAL/Al_Gore_0006_218.jpg,5
HAPPINESS/Al_Gore_0007_126.jpg,4
NEUTRAL/Al_Gore_0008_219.jpg,5
HAPPINESS/Al_Leiter_0001_127.jpg,4
NEUTRAL/Al_Pacino_0001_220.jpg,5
NEUTRAL/Al_Pacino_0002_221.jpg,5
HAPPINESS/Al_Pacino_0003_128.jpg,4
NEUTRAL/Al_Sharpton_0002_222.jpg,5
NEUTRAL/Al_Sharpton_0003_223.jpg,5
SURPRISE/Al_Sharpton_0005_7.jpg,7
NEUTRAL/Al_Sharpton_0006_224.jpg,5
NEUTRAL/Al_Sharpton_0007_225.jpg,5
HAPPINESS/Amanda_Beard_0001_129.jpg,4
HAPPINESS/Amanda_Beard_0002_130.jpg,4
HAPPINESS/Amanda_Bynes_0001_131.jpg,4
HAPPINESS/Amanda_Bynes_0002_132.jpg,4
SADNESS/Amanda_Coetzer_0001_1.jpg,6
HAPPINESS/Amanda_Marsh_0001_133.jpg,4
SADNESS/Amber_Frey_0001_2.jpg,6
NEUTRAL/Ambrose_Lee_0001_226.jpg,5
HAPPINESS/Amelia_Vega_0001_134.jpg,4
HAPPINESS/Amelia_Vega_0002_135.jpg,4
HAPPINESS/Amelia_Vega_0004_136.jpg,4
HAPPINESS/Amelia_Vega_0005_137.jpg,4
HAPPINESS/Amelia_Vega_0006_138.jpg,4
HAPPINESS/Amelia_Vega_0007_139.jpg,4
NEUTRAL/Amelie_Mauresmo_0001_227.jpg,5
SURPRISE/Amelie_Mauresmo_0002_8.jpg,7
NEUTRAL/Amelie_Mauresmo_0003_228.jpg,5
NEUTRAL/Amelie_Mauresmo_0006_229.jpg,5
NEUTRAL/Amelie_Mauresmo_0007_230.jpg,5
NEUTRAL/Amelie_Mauresmo_0008_231.jpg,5
SURPRISE/Amelie_Mauresmo_0009_9.jpg,7
HAPPINESS/Amelie_Mauresmo_0010_140.jpg,4
HAPPINESS/Amelie_Mauresmo_0012_141.jpg,4
NEUTRAL/Amelie_Mauresmo_0013_232.jpg,5
NEUTRAL/Amelie_Mauresmo_0015_233.jpg,5
NEUTRAL/Amelie_Mauresmo_0016_234.jpg,5
NEUTRAL/Amelie_Mauresmo_0017_235.jpg,5
NEUTRAL/Amelie_Mauresmo_0019_236.jpg,5
NEUTRAL/Amelie_Mauresmo_0020_237.jpg,5
NEUTRAL/Amer_al-Saadi_0001_238.jpg,5
NEUTRAL/Amer_al-Saadi_0002_239.jpg,5
NEUTRAL/Amer_al-Saadi_0004_240.jpg,5
NEUTRAL/Amporn_Falise_0001_241.jpg,5
NEUTRAL/Amram_Mitzna_0001_242.jpg,5
HAPPINESS/Amram_Mitzna_0002_142.jpg,4
NEUTRAL/Amr_Moussa_0001_243.jpg,5
HAPPINESS/Amy_Cotton_0001_143.jpg,4
SADNESS/Amy_Gale_0001_3.jpg,6
HAPPINESS/Amy_Pascal_0001_144.jpg,4
HAPPINESS/Amy_Redford_0001_145.jpg,4
HAPPINESS/Amy_Smart_0001_146.jpg,4
HAPPINESS/Amy_Yasbeck_0001_147.jpg,4
NEUTRAL/Anastasia_Kelesidou_0001_244.jpg,5
ANGER/Anastasia_Myskina_0001_6.jpg,0
SURPRISE/Anastasia_Myskina_0002_10.jpg,7
ANGER/Anastasia_Myskina_0003_7.jpg,0
NEUTRAL/Anatoliy_Kinakh_0001_245.jpg,5
HAPPINESS/Ana_Claudia_Talancon_0001_148.jpg,4
HAPPINESS/Ana_Guevara_0001_149.jpg,4
HAPPINESS/Ana_Guevara_0002_150.jpg,4
HAPPINESS/Ana_Guevara_0003_151.jpg,4
NEUTRAL/Ana_Guevara_0005_246.jpg,5
HAPPINESS/Ana_Guevara_0006_152.jpg,4
HAPPINESS/Ana_Guevara_0007_153.jpg,4
NEUTRAL/Ana_Isabel_Sanchez_0001_247.jpg,5
NEUTRAL/Ana_Palacio_0001_248.jpg,5
NEUTRAL/Ana_Palacio_0002_249.jpg,5
NEUTRAL/Ana_Palacio_0003_250.jpg,5
NEUTRAL/Ana_Palacio_0005_251.jpg,5
NEUTRAL/Ana_Palacio_0006_252.jpg,5
NEUTRAL/Ana_Palacio_0008_253.jpg,5
HAPPINESS/Ana_Paula_Gerard_0001_154.jpg,4
HAPPINESS/Ana_Sebastiao_0001_155.jpg,4
HAPPINESS/Anderson_Varejao_0001_156.jpg,4
HAPPINESS/Anders_Ebbeson_0002_157.jpg,4
SURPRISE/Anders_Fogh_Rasmussen_0001_11.jpg,7
HAPPINESS/Anders_Fogh_Rasmussen_0002_158.jpg,4
NEUTRAL/Anders_Fogh_Rasmussen_0003_254.jpg,5
SURPRISE/Andreas_Vinciguerra_0001_12.jpg,7
NEUTRAL/Andrea_Bocelli_0001_255.jpg,5
HAPPINESS/Andrea_De_Cruz_0001_159.jpg,4
NEUTRAL/Andrea_Kiser_0001_256.jpg,5
NEUTRAL/Andrea_Yates_0001_257.jpg,5
HAPPINESS/Andrei_Konchalovsky_0001_160.jpg,4
HAPPINESS/Andrei_Mikhnevich_0001_161.jpg,4
HAPPINESS/Andrei_Nikolishin_0001_162.jpg,4
HAPPINESS/Andres_DAlessandro_0001_163.jpg,4
NEUTRAL/Andres_Manuel_Lopez_Obrador_0001_258.jpg,5
NEUTRAL/Andres_Pastrana_0001_259.jpg,5
NEUTRAL/Andrew_Bernard_0001_260.jpg,5
HAPPINESS/Andrew_Bunner_0002_164.jpg,4
NEUTRAL/Andrew_Caldecott_0001_261.jpg,5
NEUTRAL/Andrew_Cuomo_0001_262.jpg,5
HAPPINESS/Andrew_Cuomo_0002_165.jpg,4
NEUTRAL/Andrew_Fastow_0001_263.jpg,5
HAPPINESS/Andrew_Firestone_0001_166.jpg,4
NEUTRAL/Andrew_Gilligan_0001_264.jpg,5
NEUTRAL/Andrew_Jarecki_0001_265.jpg,5
NEUTRAL/Andrew_Luster_0001_266.jpg,5
NEUTRAL/Andrew_Niccol_0002_267.jpg,5
NEUTRAL/Andrew_Sabey_0001_268.jpg,5
NEUTRAL/Andrew_Weissmann_0001_269.jpg,5
NEUTRAL/Andrew_Weissmann_0003_270.jpg,5
NEUTRAL/Andrew_Wetzler_0001_271.jpg,5
NEUTRAL/Andre_Agassi_0001_272.jpg,5
HAPPINESS/Andre_Agassi_0004_167.jpg,4
NEUTRAL/Andre_Agassi_0005_273.jpg,5
NEUTRAL/Andre_Agassi_0006_274.jpg,5
HAPPINESS/Andre_Agassi_0007_168.jpg,4
HAPPINESS/Andre_Agassi_0009_169.jpg,4
